1484794182,FLOW,10.252.0.1,65,65,0012d9b38a40,000c2968abe4,0x0800,50,22,46.161.131.156,91.221.61.161,6,0x00,125,64493,80,0x10,68,46,512
1484794182,FLOW,10.252.0.1,65,11,aad0e507ba68,965ae81241ae,0x0800,964,22,217.69.143.60,91.221.61.183,6,0x28,59,50020,80,0x10,74,52,512
1484794182,FLOW,10.252.0.1,65,65,e4115bd5f6e2,28c0da089fc0,0x0800,22,50,91.221.61.168,90.188.114.141,6,0x00,127,65421,1554,0x10,68,46,512
1484794182,FLOW,10.252.0.1,65,65,000c2982b009,28c0da089fc0,0x0800,22,50,91.226.13.80,5.136.78.36,6,0x00,62,80,50012,0x10,1510,1488,512
1484794182,FLOW,10.252.0.1,65,11,0025907b2121,003048f17b1f,0x0800,1000,1000,192.168.30.2,192.168.30.1,6,0x08,64,56777,3306,0x18,185,163,512
1484675294,FLOW,10.252.0.1,65,65,002590c014ff,4403a775a940,0x0800,22,964,91.221.61.253,77.106.72.18,47,0x00,63,0,0,0x00,154,132,512
1484675294,FLOW,10.252.0.1,65,65,002590a68d16,00262d09b23b,0x0800,22,22,91.221.61.158,176.120.26.5,6,0x08,63,22,48743,0x18,126,104,512
1484675294,FLOW,10.252.0.1,65,65,0cc47ab51da2,5475d0b0003f,0x0800,22,50,176.120.24.151,91.216.211.26,6,0x00,63,1194,20722,0x10,1522,1500,512
1484675294,FLOW,10.252.0.1,65,11,0025907b2121,003048f17b1f,0x0800,1000,1000,192.168.30.2,192.168.30.1,6,0x08,64,37191,3306,0x10,68,46,512
1484675294,FLOW,10.252.0.1,11,65,080027bd25ae,6487886477c5,0x0800,22,240,91.221.61.35,185.31.97.80,6,0x00,63,60996,22,0x18,83,61,512
1484675294,FLOW,10.252.0.1,11,65,002618943e3f,6487886477c5,0x0800,22,240,91.221.61.117,37.143.8.174,6,0x00,126,62417,443,0x10,68,46,512
1484675294,FLOW,10.252.0.1,11,65,080027bd25ae,001ef7f64900,0x0800,22,171,91.221.61.35,173.196.203.59,6,0x00,63,43275,22,0x18,162,140,512
1484675294,FLOW,10.252.0.1,11,65,080027bd25ae,001ef7f64900,0x0800,22,171,91.221.61.35,173.197.15.81,6,0x00,63,58101,22,0x18,146,124,512
1484675294,FLOW,10.252.0.1,65,11,0025907b2121,003048f17b1f,0x0800,1000,1000,192.168.30.2,192.168.30.1,6,0x00,64,715,2049,0x18,162,140,512
1484675294,FLOW,10.252.0.1,65,65,001ef710927f,e4115bd5f6e2,0x0800,50,22,82.200.77.35,91.221.61.168,6,0x02,60,2554,60026,0x10,1522,1500,512
1484675294,FLOW,10.252.0.1,65,65,28c0da089fc0,94de80a04a02,0x0800,50,22,90.188.117.209,91.226.13.101,6,0x00,59,8081,36842,0x10,1510,1488,512
1484675294,FLOW,10.252.0.1,65,11,000af3326ac0,002618943e3f,0x0800,171,22,78.140.8.74,91.221.61.117,47,0x00,121,8081,36842,0x10,103,81,512
1484675294,FLOW,10.252.0.1,65,65,00262d08bead,001ef7f64900,0x0800,22,171,176.120.24.142,67.225.169.61,6,0x00,63,59548,80,0x18,244,222,512
1484675294,FLOW,10.252.0.1,65,65,0011bcdc3c00,e4115bd5f6e2,0x0800,50,22,95.170.159.78,91.221.61.168,6,0x02,61,8000,59225,0x18,170,148,512
1484675294,FLOW,10.252.0.1,65,65,001ef7f64900,00262d08bead,0x0800,171,22,205.234.140.231,176.120.24.142,6,0x20,51,80,55169,0x10,1522,1500,512
1484675294,FLOW,10.252.0.1,65,65,00262d09b23b,002590a68d16,0x0800,22,22,176.120.26.5,91.221.61.158,6,0x00,63,48743,22,0x10,1522,1500,512
1484675294,FLOW,10.252.0.1,65,65,28c0da089fc0,e4115bd5f6e2,0x0800,50,22,90.188.114.166,91.221.61.168,6,0x02,59,554,55026,0x10,1510,1488,512
1484675294,FLOW,10.252.0.1,65,65,001b21b54394,e4115bd5f6e2,0x0800,50,22,176.65.63.190,91.221.61.168,6,0x02,60,554,64626,0x10,1522,1500,512
1484675294,FLOW,10.252.0.1,65,65,001ef710927f,e4115bd5f6e2,0x0800,50,22,82.200.77.35,91.221.61.168,6,0x02,60,1554,60023,0x10,1522,1500,512
1484675294,FLOW,10.252.0.1,65,65,0019998394cf,060b1e00016a,0x0800,22,31,176.120.24.154,176.120.25.128,6,0x00,63,6379,38639,0x10,1522,1500,512
